is_test	row.names	y	x.1	x.2	x.3	x.4	x.5	x.6	x.7	x.8	x.9	x.10	x.11	x.12	x.13	x.14	x.15	x.16	x.17	x.18	x.19	x.20	x.21
0	123	2	1.739	-1.2852	-0.9632	-1.1881	0.8807	0.6274	1.034	1.8618	4.9553	6.1916	5.8277	4.9138	4.3435	2.6459	3.4278	2.1278	0.324	0.3583	-1.1613	-0.7885	-0.7101
0	124	3	0.247	1.0932	2.6289	2.5265	4.5826	3.8006	5.0722	4.767	1.1283	4.0547	1.2937	-0.046	-0.1036	1.7951	1.7212	0.1783	0.7424	-0.3141	2.0239	-0.6037	0.5213
0	125	1	0.3369	0.5959	-1.9648	0.3368	1.6134	-0.1888	0.625	-1.7115	2.7168	3.9363	4.3932	3.5799	3.7593	4.2555	3.3356	2.8753	3.6316	1.721	0.3305	0.969	0.1977
0	126	1	0.4153	-0.4618	-0.1339	-1.0279	-1.3555	-0.2953	1.7062	2.2826	1.6598	2.9444	4.7112	3.815	3.2938	4.2362	3.8902	4.9926	0.8019	2.9369	0.258	0.7659	1.0258
0	127	2	0.9313	-1.9618	0.4125	1.1945	0.0496	1.6806	3.2755	3.9981	3.793	4.7343	4.7152	4.8998	4.1363	2.6451	0.5527	1.3092	-0.5774	-1.3929	-1.8434	0.2727	-0.3976
0	128	2	0.437	-0.2233	2.8805	2.8612	3.7295	3.8619	4.6278	4.1752	2.541	3.3613	2.4839	2.694	1.1006	0.1524	-1.2388	-0.8235	0.1416	0.1878	-1.6807	0.0569	-0.3317
0	129	1	0.3285	0.5354	-0.3618	-0.5721	-0.1214	0.1099	-1.3111	-0.6716	-1.3686	0.1394	1.4467	3.0106	4.5201	4.4063	4.3015	4.6887	2.9486	2.594	2.6544	0.9917	-0.6723
0	130	2	-1.825	1.7874	1.3368	1.5231	3.9608	5.3033	4.1815	3.2119	5.1049	2.6368	1.2392	1.262	0.4454	0.1049	-0.4619	1.577	0.2324	-1.3011	-1.8906	0.493	1.9165
0	131	1	0.9776	1.2204	0.6537	-0.8397	0.4961	-0.2086	1.211	0.8299	1.5053	3.1177	1.5846	2.7047	4.0809	4.571	6.5799	5.9378	3.622	3.9985	2.4697	2.1784	0.3284
0	132	3	0.2765	1.89	1.4384	2.424	3.6317	3.586	3.0387	3.0986	4.4366	1.6413	2.5205	1.7119	1.2675	0.438	1.8107	0.7475	1.087	1.6056	0.588	-1.0382	0.6792
0	133	3	-0.5047	1.4293	2.8064	4.5294	5.5281	2.0094	4.6769	4.8997	4.3864	2.4511	1.9821	-0.9624	1.1262	-0.0553	-0.7835	-0.7936	0.547	-0.885	0.965	0.9618	0.4227
0	134	1	-0.7348	2.6281	1.2116	-1.8013	0.3835	0.2148	-0.5301	3.0608	2.5338	4.8754	5.943	5.9001	2.312	3.4453	2.8784	0.9561	0.4034	-0.875	0.05	0.4798	-0.7074
0	135	2	-1.2007	1.0936	1.9327	2.1048	0.4595	1.7036	4.6565	1.7789	3.8453	4.235	4.5154	5.5093	0.7453	4.0932	1.1207	0.6579	-0.7498	-0.9657	-1.5741	-0.1934	-0.6489
0	136	3	-1.2336	0.8153	-0.1462	1.1156	2.9085	3.4443	2.9102	3.5602	3.6717	3.3098	1.5771	1.3762	1.0185	3.3889	1.2525	3.8537	2.3406	2.3936	1.8471	0.5948	1.4193
0	137	1	0.579	1.1946	1.1044	-1.6803	1.037	-0.336	-0.835	2.9703	4.812	2.8857	1.7308	5.0054	4.743	3.1356	3.7967	2.0771	2.0073	-0.0585	2.3046	-1.6434	0.6842
0	138	2	0.1572	2.2376	1.0665	1.7702	3.569	4.0278	5.9842	3.9378	2.5713	3.435	2.981	1.8423	1.0415	3.0754	-0.7448	-0.3227	0.7711	0.7355	0.2625	-0.0398	-1.7293
0	139	3	-0.47	-1.0052	1.0276	-0.2951	1.518	2.016	-0.7627	-0.6358	0.8124	0.3064	1.7083	2.4339	2.5	4.082	4.6438	5.0627	4.5746	2.6393	1.0512	3.2002	-0.471
0	140	3	-0.1248	1.8805	0.3141	1.4587	3.0218	6.0562	4.5523	5.2945	4.7668	1.5876	0.8166	0.8413	-0.5551	0.9478	1.3694	-0.6393	0.9129	-2.4617	-1.6751	-1.2636	-0.5551
0	141	1	-1.4153	-0.6752	-1.0355	-1.2193	0.8016	1.902	2.563	1.6819	4.3146	5.7276	5.046	6.5243	2.6871	4.0231	2.8777	0.268	-0.3287	-0.8587	0.9047	0.136	-0.2131
0	142	1	2.1024	-0.4265	0.0993	-0.0715	1.1181	1.9918	2.6717	0.7799	2.384	3.4003	4.0931	5.6519	4.2585	3.7048	2.6099	3.8854	1.584	1.3073	1.3289	-0.1657	1.0376
0	143	1	0.5021	0.3464	0.2559	-0.2809	0.1435	1.7541	2.0065	4.1461	4.0206	4.0633	4.8874	5.4778	4.1795	1.2412	0.8982	1.3794	0.7335	0.5709	-0.1943	-0.7631	-0.3836
0	144	1	-0.1086	1.3557	-0.0798	-1.4438	0.5713	0.7844	2.7415	3.5425	4.4523	3.5785	5.1836	7.086	3.3418	3.7485	4.2233	-1.0898	0.6142	1.6637	-0.5599	0.8582	-0.3533
0	145	1	-1.015	1.7524	0.9568	-0.9412	-0.0836	0.4176	0.4831	2.3082	2.946	5.6489	6.8161	3.1888	4.2498	1.3707	3.2455	2.6548	1.6354	0.4057	0.9024	0.0727	0.3218
0	146	1	0.8876	-1.0592	-0.3936	1.3604	0.5854	-0.3667	1.9664	0.6825	2.0145	1.4463	2.2409	3.5026	2.4053	5.392	3.5196	2.1514	1.9314	1.7454	0.639	-0.2397	-0.1947
0	147	3	-0.9861	2.0757	-1.3501	-1.1936	1.1619	1.346	0.7743	1.3941	2.3818	1.6423	0.2266	2.9043	2.6696	3.7794	4.5243	3.3528	2.7264	3.0963	1.6573	-0.475	0.1885
0	148	2	-0.6349	0.6059	1.3161	3.3265	3.992	3.6454	4.9198	2.8545	5.1712	3.217	1.6026	1.5158	0.4365	-0.388	0.4661	0.2451	-0.5091	0.5618	-0.1218	-0.1103	-1.2702
0	149	1	-0.6288	-0.0512	0.7476	-1.4841	0.2207	-0.2792	0.9182	0.2939	2.0341	4.0027	5.1589	5.2822	2.4717	3.4641	4.5886	3.6394	1.31	1.6822	2.8717	0.5495	1.044
0	150	3	0.6904	-0.3037	0.9308	-0.2612	2.9298	4.3355	4.1064	3.8539	3.6457	2.0987	2.3685	0.3506	1.1325	2.5296	2.834	4.6335	1.9411	0.8708	0.2278	-0.4357	-1.7818
0	151	1	0.648	-0.427	-1.1112	0.7482	-0.994	0.3807	0.476	2.2903	2.6948	2.3566	3.3209	4.5606	3.6334	4.3973	3.7013	4.6252	1.287	2.8126	0.3851	1.0354	-0.0431
0	152	1	0.0854	0.5296	-0.5546	-0.747	-0.7112	0.0357	0.178	-1.1387	0.177	3.3987	3.566	4.4521	4.7501	5.117	3.9175	3.2292	2.7039	1.8324	1.4048	0.6032	0.7476
0	153	1	-0.8026	0.7531	-0.6676	-0.1749	-0.774	1.1337	1.646	2.9339	4.6777	5.92	5.2299	5.9881	4.0391	3.5179	4.286	1.7934	1.6607	-0.3934	1.6026	0.4353	-0.2267
0	154	1	-0.112	-1.1611	0.3123	-0.4308	-0.8755	0.2001	0.7472	3.2324	2.5351	2.9925	2.452	3.1724	4.9303	5.0272	3.169	4.1642	2.0387	3.0824	1.4115	-0.1132	0.5718
0	155	3	-0.2409	-0.1414	-0.3886	0.2919	0.4976	-0.3667	-1.0528	-0.3472	0.4769	0.9106	2.076	4.8098	2.9875	7.0904	5.1698	4.1272	3.8217	3.9069	1.8822	2.5473	0.7817
0	156	1	0.0256	0.8377	-0.3439	-1.5413	-0.5529	0.139	1.6051	2.9654	2.7562	4.9251	5.4983	5.2568	3.4339	3.6911	3.7168	0.3499	-1.0642	-0.2659	1.3171	-0.7357	-0.465
0	157	1	-1.8526	-2.1346	-1.3082	1.4108	-0.3882	0.4669	0.2831	0.4968	2.2299	0.2237	4.051	5.5552	2.4493	6.0131	5.1671	2.1933	2.4926	3.4648	2.4496	0.3742	-1.1078
0	158	2	0.6589	1.9091	0.5986	0.1084	-1.8691	0.4585	2.0512	3.5482	4.1545	4.5582	5.3827	6.1532	3.7386	2.1232	1.7276	1.9266	-0.4881	-0.1462	-0.4489	-0.0525	-0.0755
0	159	3	-0.1966	-0.4307	0.8512	2.2372	2.4304	4.3035	5.3035	3.843	4.6968	2.6059	1.0138	1.6274	0.1021	2.1794	1.8481	-0.8707	-1.1039	0.9741	0.459	0.4444	0.6332
0	160	3	0.006	-0.6074	0.2355	2.2696	-0.0334	2.3111	2.7592	1.7304	0.9504	0.391	0.5975	1.2005	3.8873	2.8773	4.2632	2.4031	2.9217	0.3883	1.9217	1.4061	1.2231
0	161	2	-1.2743	1.1557	1.5796	2.157	1.5917	1.628	3.1193	5.0638	3.7178	5.1543	6.1919	0.2637	0.9294	1.3628	1.6632	1.5973	-1.5731	-1.4256	-0.1602	-0.7008	0.9728
0	162	3	-0.9087	-0.8266	1.2067	2.3172	-0.4148	-0.1991	1.2421	2.8557	1.1785	2.6162	1.3037	3.878	5.23	4.4706	5.402	4.1152	3.9645	3.3698	4.0371	1.9447	-2.5156
0	163	3	-1.5078	1.3163	0.1449	1.0162	1.0904	2.8166	4.8668	3.8925	2.0374	2.2947	2.6723	1.5149	0.6523	3.7638	2.7138	2.8143	2.7373	3.2381	3.2302	1.965	0.5686
0	164	3	0.8967	-0.1712	2.1112	1.189	-0.0491	1.1932	1.8879	-0.6222	0.4675	1.5149	2.1329	3.6607	1.5432	3.8095	6.0377	4.2465	3.5312	1.0362	1.1193	0.9351	-0.6463
0	165	3	1.4012	0.8679	1.0295	1.2435	0.7325	1.2515	3.1103	2.0414	2.8248	0.6653	1.412	4.9479	4.0626	3.8686	5.1379	4.6639	4.4632	0.8786	0.4341	-0.0839	-1.1567
0	166	3	-0.1307	0.9493	0.3272	0.2357	-0.5669	-0.7117	-0.0227	-1.6956	-2.0637	1.556	1.9284	3.1695	6.1649	5.6851	6.3922	5.4931	4.2236	3.9182	1.3635	1.4048	0.2113
0	167	2	0.0147	0.7441	0.5384	4.1457	1.2984	3.4908	4.2863	4.5706	2.7337	2.6651	4.4895	3.4573	0.7629	0.4525	2.3305	0.111	0.3242	1.967	0.0324	1.3259	-0.1539
0	168	3	1.2727	0.2399	0.1738	2.1517	2.8722	2.7022	1.1196	4.0944	3.679	0.6439	1.4571	2.1146	0.2551	2.3541	1.961	-0.167	1.9191	0.4443	-0.1779	-0.134	0.0138
0	169	3	-0.4205	0.6673	0.7261	2.2411	1.8388	1.7543	2.361	2.4894	1.7681	1.5112	2.0164	0.556	2.7459	3.1444	3.2548	2.2251	3.9678	2.3216	2.6027	0.4246	-0.026
0	170	2	0.64	0.1119	0.6697	0.5393	-0.4011	0.3068	3.3207	4.1054	3.604	4.9341	6.7499	4.621	2.4015	3.1414	0.8202	2.1094	0.2333	-2.4376	-0.5282	0.3266	-0.1315
0	171	3	0.0247	0.8782	0.5996	0.9946	0.5113	2.0322	1.5127	0.7349	0.9517	1.8032	2.8477	1.0699	0.341	3.7193	3.5124	2.5441	3.1022	0.8245	0.4986	-0.7701	1.0803
0	172	2	-0.4232	0.2168	0.8112	2.151	3.8318	3.3285	4.2846	1.9046	5.0314	3.3939	1.5002	0.9346	1.2172	1.8142	0.3593	2.4277	1.8624	1.7621	-0.4603	-1.5119	0.2348
0	173	2	1.0151	-0.1333	-1.1005	1.1365	0.2876	1.8515	2.939	3.7419	5.0963	5.9028	5.0112	3.7228	2.8483	1.3644	0.1756	1.2511	0.8571	-0.1563	0.4803	-1.8894	-0.5728
0	174	3	-0.6808	2.9598	1.6834	1.5337	4.2469	6.8324	6.675	5.4396	2.0936	1.0848	3.4342	0.3551	-2.49	-0.2763	2.4685	1.2848	1.2889	0.5294	0.4509	1.0985	2.1823
0	175	1	0.2785	-0.6589	-0.8753	0.0468	-0.4318	1.0756	1.947	2.8999	3.0881	3.7695	4.7728	5.9602	2.3357	2.2334	2.2873	2.2432	1.1545	2.1032	-0.2943	-0.4607	-0.1379
0	176	1	0.4984	1.0124	0.484	-0.029	-0.1043	0.3534	0.6597	0.7362	1.5859	1.3936	-0.2878	3.7948	3.873	4.966	5.4178	5.2552	2.9658	1.0472	1.2849	0.3917	1.5037
0	177	1	1.4651	2.7912	-1.1566	0.3584	1.7613	0.5092	1.6421	2.6861	3.8683	4.2417	4.1077	2.6884	2.9495	3.4314	3.3099	1.2856	-1.6496	-0.8232	1.0176	0.9029	1.0375
0	178	3	1.0786	2.2144	1.4807	1.2769	5.0216	4.9515	1.8627	2.638	3.3102	0.9277	1.8563	1.2258	-1.671	0.3956	0.8611	1.6158	-1.7107	0.7651	-1.6385	0.1361	0.58
0	179	1	0.7193	-0.5177	-0.0959	-1.641	-1.1399	-0.9274	0.6654	2.2893	2.3991	3.3313	4.5886	4.5955	4.2019	3.9535	3.4401	2.7016	2.9975	1.1215	1.5939	2.0719	-0.3311
0	180	1	0.2924	-0.5862	1.7263	-0.1496	0.2867	-1.177	1.0654	1.3354	-1.3701	0.5506	0.7447	3.7628	3.5755	4.6058	5.4888	5.1215	3.0162	2.3706	1.0481	0.8147	-0.9621
0	181	1	1.8689	0.0292	1.0447	0.7676	-2.3603	0.0821	3.2095	3.357	6.5262	4.8259	5.2147	5.2273	4.3225	3.7348	2.3591	2.7402	-1.5966	0.3505	0.8152	0.1387	-2.6407
0	182	3	-0.0927	-0.1865	-0.4731	0.1401	-1.4476	-0.1445	0.1141	-2.2464	-1.4247	0.6565	1.5262	4.6908	6.5513	5.5691	5.8842	5.0778	5.3823	1.6217	1.5364	1.7426	0.3445
0	183	2	-0.1825	-0.9376	2.01	3.4089	3.3324	5.2647	5.0184	6.683	4.1342	3.9035	1.6974	0.8157	-0.5613	-0.1501	1.0885	0.716	1.0645	0.6444	-0.8842	-1.404	0.1104
0	184	3	1.3169	1.0907	0.0602	1.9786	0.4469	1.3868	3.321	2.3808	1.8441	0.9006	3.0557	0.2397	2.3016	0.8332	2.953	1.2566	1.0626	0.3147	0.4425	-0.0417	-0.5831
0	185	2	-0.2806	2.1071	-1.2938	3.0933	4.0973	3.9961	5.1331	5.5727	2.6849	3.8537	2.0339	2.3726	0.3783	1.4146	-0.4536	0.1376	-1.1333	-0.6949	0.9443	-1.5769	1.3527
0	186	3	1.8322	1.5239	0.193	2.1902	1.1357	1.9181	2.4479	2.5527	1.0561	2.2309	0.496	0.7032	2.5416	4.0757	3.4958	0.2905	1.4473	0.792	-0.4767	0.4737	0.4646
0	187	3	1.0968	3.5197	-0.9334	1.0575	1.5852	2.2026	3.1122	1.6805	1.9214	3.067	0.7145	3.5859	0.1592	2.2062	2.918	4.2127	2.0699	0.6806	1.1607	2.2799	0.1664
0	188	3	-0.592	2.4468	1.533	0.6867	3.711	2.1784	3.8274	3.0866	2.7895	1.8974	1.5712	0.4305	0.7623	1.1715	2.4482	0.5919	3.7521	2.6717	1.1146	-0.3269	-1.4202
0	189	1	1.263	-0.5731	-0.0953	-0.0819	1.4251	-0.5604	0.8048	-0.4375	0.0995	2.7108	2.8363	2.5679	3.8661	2.5714	4.9425	3.3524	2.8993	2.5354	1.8368	1.3254	0.0219
0	190	2	2.6012	2.2936	0.9347	1.5676	2.8807	2.887	4.1294	2.8009	4.6486	3.7114	3.8748	2.1575	2.4781	0.2193	-0.3941	0.293	-0.557	0.0898	-0.657	-0.6218	-0.0776
0	191	3	0.2406	0.0195	2.0086	2.021	3.3518	2.9788	3.5367	3.1763	2.7772	2.2413	1.8624	1.1455	3.5517	1.5501	3.2364	1.2199	3.376	0.5204	2.2119	-1.0083	-0.0529
0	192	3	0.2158	0.5067	1.6231	2.2497	2.8914	3.9364	4.9421	5.7743	3.2278	5.1024	1.8309	1.1637	2.1918	1.2013	1.5664	1.771	1.3472	0.9414	-0.1284	0.5105	-0.5529
0	193	1	-0.5241	-1.0518	-0.3345	-0.7651	-0.6058	-0.1343	0.0857	0.2772	2.0891	2.5396	2.6803	1.1696	3.663	4.4712	3.5794	4.8263	3.4291	3.4424	0.584	3.0124	0.5533
0	194	2	0.3976	0.0253	2.3652	2.5839	3.233	6.7311	5.9302	5.0181	4.368	2.5428	3.1379	2.9228	-1.805	-0.1352	-1.3616	-1.9108	3.2625	-0.9663	0.3044	0.4642	-0.9026
0	195	2	0.7951	1.0711	0.5253	-2.3056	-1.6341	-0.5743	2.8963	2.8329	3.5868	3.7929	5.2513	3.9777	5.1595	4.262	0.7708	1.6665	-0.2642	-0.0949	0.2162	0.0038	0.0048
0	196	2	-0.5437	-1.1788	1.4622	1.4309	2.5731	2.9249	5.2657	4.0747	4.9663	3.2099	1.5327	5.2214	0.637	0.4219	-0.2755	0.1527	-0.5482	-0.8631	-0.8746	1.0239	1.2795
0	197	2	1.1969	1.6114	0.8614	2.2232	0.8463	3.5443	4.3655	2.3103	5.0988	5.1744	3.954	3.727	0.5795	0.8452	2.926	0.1342	0.0863	1.6303	0.4943	0.4124	2.2638
0	198	3	-0.0627	-1.5498	0.775	3.0955	1.6833	3.9225	2.9303	2.3725	3.6468	1.5984	2.934	0.3483	2.288	4.8678	1.941	2.5033	1.1856	0.7338	0.1992	-0.7508	0.5119
0	199	3	0.9929	-0.8294	2.4879	2.9848	3.4754	2.1829	3.3133	2.7825	2.7211	1.3382	2.5981	1.3916	1.4907	2.2869	3.715	0.384	2.8549	0.6324	1.5182	1.0035	0.5413
0	200	1	-2.0424	-1.4885	-0.0715	-0.9672	1.1254	-0.4389	1.2362	3.906	3.3709	4.5178	4.991	4.1489	4.8428	2.3897	3.1175	3.3981	-0.1179	1.2439	-0.5103	-1.1727	0.4768
0	201	3	0.7682	1.1663	2.7259	2.9707	4.0832	2.9893	4.5551	2.1358	4.1632	3.5586	3.164	2.4874	0.3543	0.2432	0.4594	0.0182	-0.8939	1.6293	0.1494	-0.9844	-0.0907
0	202	1	1.1949	0.3132	0.2713	-1.1477	0.2608	-0.1006	1.6606	0.8853	1.8857	2.2386	5.7348	3.5654	4.8528	3.6378	1.4712	1.5266	2.1427	0.6274	0.5554	1.9431	-0.0218
0	203	2	-1.9961	0.4306	3.0666	3.8427	4.5107	5.118	4.0091	4.3996	5.3391	2.2577	2.464	1.0612	1.8282	1.6747	-0.7666	-0.0938	-0.635	1.9976	-0.4745	-0.1781	-1.5004
0	204	3	-0.8472	0.1008	0.3986	0.9617	-0.2513	-0.3061	-0.0844	-1.6334	2.4735	2.8415	1.589	3.0303	4.0443	5.0991	5.3741	3.6042	3.6719	2.9393	2.8279	1.7193	-1.3497
0	205	1	-0.0473	0.2022	1.0702	0.6829	-0.1322	-0.1974	0.825	1.3568	2.9881	4.4653	2.769	6.3528	6.1788	3.6761	2.7888	3.594	1.9875	1.9344	1.4108	-1.2003	-0.2516
0	206	1	1.0151	1.5291	1.1051	-0.3994	-0.0713	1.2846	1.4588	2.1305	1.3691	4.1881	1.136	2.1149	3.0782	5.5255	2.2749	3.1386	1.6281	2.8279	1.3483	1.2721	0.4921
0	207	1	1.0253	-0.9913	-1.1322	-0.2609	-1.4249	0.459	2.2161	1.9868	2.8929	1.0577	5.5946	5.0981	3.8485	5.1342	4.1732	3.9109	1.9136	1.9835	1.0509	1.8599	0.6627
0	208	1	0.0934	-1.1671	-0.6123	1.0037	-0.2109	0.788	1.3217	2.5239	4.2956	5.1764	7.5233	5.3348	3.7273	2.4057	3.1795	2.257	1.0831	-0.169	0.4585	0.2498	0.5208
0	209	3	0.1098	0.5208	1.5616	4.3217	3.4318	4.458	4.7345	4.5949	4.6447	4.0002	1.2729	2.6874	-0.4553	-0.3316	-0.4376	0.4964	-0.2338	-0.3869	-1.136	0.1199	-1.5719
0	210	2	0.8659	0.1681	1.3876	1.6771	3.7031	5.1059	5.133	4.0146	4.2746	2.6143	1.279	3.7286	-0.2633	-0.0761	-0.9734	1.5859	-0.226	2.7195	-1.2623	0.9359	0.2577
0	211	2	0.1657	-0.7601	1.6112	2.3004	3.167	6.7126	5.0704	4.1692	5.4055	2.3314	2.8786	1.4051	0.8759	1.2423	0.8044	1.0791	0.1454	1.4308	-0.3337	0.2588	0.4378
0	212	2	-0.6958	0.4454	0.4689	2.292	1.201	3.3098	4.0078	3.622	3.5513	4.6444	2.9387	3.6057	1.3887	0.9754	0.8151	0.0298	-0.5682	0.0016	-0.6745	0.5931	-0.3849
0	213	1	0.1453	0.35	-0.466	-0.9381	-0.2343	0.9726	0.641	2.541	2.9695	3.2811	3.9503	3.9749	2.9074	3.7445	4.4031	4.1591	3.4873	0.051	1.4323	0.7591	1.2889
0	214	2	-0.5682	-0.1508	0.3278	-1.2496	-0.3853	-0.731	1.7575	4.3672	2.2232	4.3342	5.2803	5.0275	4.9156	1.7327	1.0603	1.5322	0.8435	-0.5934	-0.0418	0.3024	0.6805
0	215	3	0.7321	-2.3208	1.4139	2.1846	3.1223	2.613	2.7777	3.9262	2.6389	1.3453	2.5648	2.0524	2.0852	3.4045	3.3091	3.2847	3.322	3.1587	1.1693	-0.6528	-0.683
0	216	1	-0.245	0.9757	-2.3357	-0.7722	-0.0187	0.7731	1.9671	1.1121	1.1765	2.1469	2.6215	2.6142	4.4829	4.9182	6.5647	2.9943	4.9138	0.6294	3.0592	2.307	-0.1483
0	217	1	0.5787	1.1897	-0.9477	1.0239	1.546	0.091	0.4463	0.2709	-0.6459	2.5734	2.414	1.9187	4.0786	4.5411	6.1786	4.1695	3.4069	1.7282	2.4062	2.0816	-2.1568
0	218	2	-0.6151	0.862	-0.031	2.5376	-1.3043	1.7867	3.1835	3.5581	3.4622	4.899	4.6275	3.416	4.0548	3.5715	2.7739	1.3189	-0.3774	-0.176	1.8251	-0.1727	-0.7637
0	219	3	-0.0076	0.038	0.8951	5.0696	4.0164	5.7257	6.9335	4.8909	2.721	4.4727	0.8387	0.4746	1.6746	-0.0578	0.5571	-0.6403	0.4682	2.0484	0.4615	-1.0483	-0.4489
0	220	2	-1.0848	0.0371	-0.8715	0.5871	-0.3225	1.7263	1.5579	2.9481	4.4142	3.2285	3.4232	4.5576	4.272	3.8233	1.9125	1.1623	0.8232	1.192	0.0811	-1.365	-0.0161
0	221	1	-0.2751	-0.0601	0.2624	0.15	-0.6952	0.0522	0.4572	2.4367	2.5944	4.3266	6.5818	3.4311	4.6414	2.6815	3.5102	3.1896	0.3895	0.3713	-0.4409	2.5186	0.2566
0	222	1	0.7378	-0.3168	-0.4652	-0.5959	-0.6885	1.9847	0.9203	1.3102	1.785	2.4192	3.5808	3.148	4.2496	4.4697	4.0834	2.2842	2.4532	1.58	1.8644	1.8108	-0.4403
0	223	3	1.0065	2.1562	3.2491	0.5493	1.9801	3.691	5.5585	2.5652	1.6846	2.6319	3.6303	1.8834	1.0012	2.3264	2.9605	2.5271	1.578	0.5332	0.1574	2.0353	-0.7657
0	224	2	0.1621	-1.2591	0.877	-0.5567	2.108	1.5245	2.0849	2.2904	1.4113	5.9862	6.3933	4.171	4.2612	2.5605	1.0716	-0.3849	-0.0887	2.0777	0.8928	0.8005	0.9651
0	225	1	0.2295	0.1381	-1.108	-0.4042	1.0974	-0.4083	1.8848	2.1616	3.2159	3.2073	3.8365	3.8848	4.0253	2.7265	4.6654	0.7443	0.6077	2.3832	1.0272	1.5843	-1.2484
0	226	3	-1.026	0.255	-1.3859	-0.1221	0.2458	-0.8048	-2.2066	-0.1708	3.6193	0.4434	2.2917	2.9807	2.5837	7.1368	4.8966	4.5595	4.1151	3.8704	-0.014	1.0187	-0.1221
0	227	2	-1.8079	1.1143	0.976	2.1099	2.9407	3.8779	4.2507	4.1264	5.0256	5.0019	5.4106	2.5702	-0.1873	-0.6653	0.087	0.7351	-0.5572	-1.1764	-2.4441	-0.3686	-0.3468
0	228	3	0.936	0.9969	1.9886	3.639	2.2836	5.3444	6.0705	4.7725	4.2794	3.8071	2.1513	0.2185	-1.259	0.3824	0.4268	-0.573	0.697	1.7613	-0.3291	1.6587	-0.9861
0	229	1	1.0991	-0.4189	0.0125	-0.9483	-1.1091	0.9109	1.9349	0.7701	-0.3246	2.0684	1.6754	3.3465	2.945	4.9894	6.9049	2.7617	6.3381	3.1078	2.5053	-0.2234	1.1924
0	230	1	0.0963	0.4229	-0.3732	1.2254	2.5533	0.9367	1.215	1.327	3.0241	2.7494	3.2632	2.9906	4.6362	4.3059	4.7131	4.2366	-0.0332	1.1879	1.3169	-0.0404	0.0572
0	231	2	-2.1646	0.1126	1.002	3.2389	0.9692	2.87	3.0328	4.5237	3.3619	3.8674	3.8171	4.0355	2.6167	1.9304	-0.0908	-0.2999	-0.0726	0.4913	0.5093	1.1433	-0.8854
0	232	1	-0.2888	0.3988	-0.0009	-1.1254	2.5774	0.8514	-0.536	2.5476	1.4961	3.0231	3.4629	4.058	3.2581	4.1134	4.6706	3.8497	2.4523	2.6939	0.4767	0.2099	0.3608
0	233	2	0.8532	0.3443	0.0769	1.4155	4.1202	5.3241	5.0076	4.7441	3.5935	3.4958	1.1443	3.5688	0.7172	-0.7229	0.9898	-0.2999	-0.7297	-0.2818	1.1085	0.9687	1.0975
0	234	3	-1.1279	0.6798	3.508	2.6701	3.9761	3.999	5.4328	6.1605	4.105	3.1452	2.3242	2.25	0.6788	0.2377	1.3843	0.8987	2.4503	0.592	1.6688	-0.7687	-1.2282
0	235	2	-0.0399	0.6917	0.8118	1.6255	2.2097	3.4254	3.2988	6.2843	4.7535	4.0689	4.3441	1.7246	0.0132	0.1832	-0.1241	0.3196	-0.8409	0.0071	-1.5664	-0.2983	-1.282
0	236	2	0.0672	0.8107	-1.2408	0.6876	0.5088	3.625	4.297	2.6901	2.8773	6.2593	5.6111	5.5429	3.329	0.996	0.9297	1.6946	0.7949	1.5352	-0.0795	-0.6021	0.7642
0	237	1	-1.507	2.0668	2.1918	0.2714	0.8143	-1.4347	2.0217	3.428	3.1218	4.1576	4.5411	5.7264	3.6765	4.9457	2.3476	0.3518	1.828	2.5933	-0.1143	2.1371	-0.5262
0	238	3	-3.051	-0.2	-0.0489	0.93	1.3388	2.2348	3.1414	1.8496	2.0137	-0.1691	1.2551	1.8031	3.5124	2.7885	4.0926	2.1429	2.4322	2.7223	1.2067	0.5091	0.3672
0	239	3	1.5163	2.1861	1.9386	4.2208	3.6431	4.1964	5.0415	5.27	4.4841	4.3782	0.619	1.0085	1.3274	-0.2644	3.3075	0.0991	1.7819	-0.8045	2.0799	-0.8533	0.1728
0	240	1	1.2888	0.8554	-1.1218	-1.0148	-0.2513	-0.4927	1.8691	0.71	3.6557	3.9036	4.427	3.7872	4.8618	3.8975	2.8067	2.0567	2.4329	-0.1512	0.0471	0.0054	-0.5477
0	241	2	1.7074	0.8309	1.0498	3.1051	2.3434	3.0005	7.3126	5.6472	4.7205	3.8559	3.7326	3.8803	1.7339	0.2197	-0.363	0.9925	-2.0607	0.5159	0.862	-1.0914	-0.8643
0	242	2	0.7796	-1.5592	2.0749	1.3634	1.4489	1.2207	2.1581	2.7092	4.6233	5.4386	4.6426	5.4	2.6278	3.1671	1.1374	2.814	0.9859	0.7448	-0.8189	1.5561	-0.179
0	243	3	1.0011	-0.7821	-0.7672	1.4283	-1.1991	1.7507	0.5479	0.4092	0.7415	1.0184	1.6114	4.8874	4.6175	5.5304	3.8849	3.0974	4.0435	3.884	2.4435	2.1333	0.035
0	244	2	1.3556	-0.1234	2.2168	3.17	4.2388	4.9483	5.3472	4.9026	3.8999	4.8325	3.0285	2.8045	2.0222	0.7545	1.1851	-1.263	0.5732	-0.0297	0.5855	-1.0573	0.349
0	245	3	1.2724	-0.9016	-1.2698	-0.4895	1.0428	1.2374	1.8938	0.0439	0.0694	0.7023	1.3451	2.1426	-0.0958	4.7649	5.3731	2.682	3.6944	1.0187	2.1569	2.4444	-1.3371
